current_wind_kts,pressure_hpa,latitude,longitude,storm_speed_kts,storm_direction_deg,rainfall_mm_h,distance_to_coast_km,next_wind_kts
31.04564195188889,944.0450210208762,-29.571960186204112,78.7716287382926,11.765723965351388,276.3521223231093,86.39848728073265,467.04930833462345,55.31701067014995
23.638017610423397,906.8590729231216,11.071237390473257,152.89957308007473,12.651450527658872,230.30680706465913,35.097826858214425,219.97560737667564,56.33163358011773
67.82022372711478,985.3083784798168,13.49486350762492,53.57584863459432,2.55260813076848,223.74930791498284,49.494444864509866,144.9308620723973,77.94804081732622
20.911934742760746,1005.7219156331021,15.311109025161201,132.27867813157278,12.298021503368048,243.01637536308345,34.690862711586604,203.08628143470526,22.52093273631184
52.46660541768137,931.9983616635011,6.947985396783409,109.48794479564756,20.707604854709867,69.66692185278103,29.336432464752917,268.2339198008904,82.03584448383268
43.001263027795986,941.0292089449017,-16.057838514871747,67.33510121244178,17.628918632713546,232.10597530650847,49.88062663953386,166.41807428425344,67.24567013522699
40.35916493685198,987.9833252040979,9.307214409864628,150.59522700124273,9.146678085463723,8.407370915623535,59.23673738472314,409.1263141985991,46.172665256579435
67.71149064876322,965.7231520241487,15.60677705650533,169.93989275185342,18.415482224060298,223.53016395167072,37.00516923368917,431.8170195146999,79.23298963218429
35.033142987320126,926.3109644446449,20.68136965214729,157.89418805514418,4.026374339576202,53.0047405462737,35.69634914527749,357.3148940610451,69.60678357221236
74.7964357548048,949.0355275792324,-1.0295695068250197,159.8107977374639,10.470519351001812,331.62571161549187,72.98365618353547,450.50486258420176,90.0
72.60523661332155,918.0719728039938,14.98138573352061,144.51846778673857,17.080184599138807,112.87320518358241,10.629608698281453,168.23561414632087,90.0
22.70394374133557,923.2001881763414,-17.409795733179898,131.25188250948344,5.397837892963977,318.55867913797897,11.291969272115244,168.82074369411382,54.38357288679146
62.20604875915337,1011.7481464743668,14.395577502488564,102.72782977417702,12.434898640397721,225.40947276021666,19.62365249255931,83.56250119183495,59.82587650318154
30.89886837128887,948.7337499034662,-20.290501876751467,30.178504913279752,2.498142499092948,6.255873617484324,5.412538397943899,27.52371111335744,52.42203569133909
66.5362513615747,931.6546576242579,-17.9911153987265,162.54144069300798,9.339765841105674,33.53233384843263,46.20512602477629,51.93085070785103,90.0
