magnitude,depth_km,distance_to_target_km,site_amplification,population_density,soil_factor,impact_score
4.498640483727967,7.546205021590237,109.33112394594592,0.25118326880393615,423.5433391239581,0.363030546608599,0.4225827420499661
6.0667396402487075,219.89920752500993,51.897023182325015,0.07003489068108026,214.24364813365077,0.9081125904922989,0.4431611540430184
6.050298185773162,148.20928680776763,110.4207204581131,0.4263545416490011,76.1363430869286,0.6719684953566741,0.38698405621731735
5.902550690538797,102.4945582160362,484.39556411728836,0.9812499969967707,23.2723540921906,0.13921413252793846,0.3707894065209195
7.461998402548082,238.64994029974218,171.9167541684398,0.12082186947448148,141.99588351069377,0.09294019647433138,0.5200028609695638
5.387347338114224,69.80202448613106,87.4451760144857,0.0018859234642597533,641.0416413855133,0.5564484927901181,0.4330447854444534
3.6941597073690646,237.2732411127111,18.55100653741351,0.8444460551515374,45.054397296179786,0.6650596686584813,0.3223378962194909
3.2338325259479492,131.69910196683588,61.98113290684795,0.6365077541343065,270.2194716428395,0.6610137708327603,0.22275513667456306
6.755532161922156,174.46800737288748,458.29848750045744,0.550575061045679,41.6341885995728,0.5627060008654244,0.42371095876332115
5.323125253700716,95.25961812600016,408.3405411612907,0.16098439280635846,55.8634971406771,0.3071617649956536,0.30140446757227407
6.883052970838179,233.74858650428732,125.96454955473351,0.6787524877821213,389.30584460357767,0.7499059832160619,0.50134415323689
6.9740448346337125,189.21280072163518,88.8658269096244,0.3532003922760494,49.10176492263889,0.2088191003732156,0.5069650969385237
4.573125508024772,132.30255207851704,192.7686922710877,0.34278379400291714,523.6241861816432,0.287177377667869,0.24950622823924778
6.833905885775539,238.81851656831248,387.0766031678567,0.41797760065052125,284.92992304260935,0.6173116421464806,0.42406601204972016
4.563415246953557,86.89728930270343,14.76307906411697,0.6466880344635527,112.11813023187361,0.5268605188101306,0.4611343631799857
3.406312993000183,78.6467777483219,474.611173253576,0.009005564821895962,65.1577479655545,0.5707371854299091,0.09081081669507773
5.367639379227689,122.57895161438937,158.08474461919852,0.4849708771609589,266.4732405553242,0.11426437660831745,0.4187696225529692
4.185803803741467,10.356599790216611,210.57680391129816,0.6266855534918109,47.450232355108554,0.14192653807240418,0.3215814844135192
4.500620817561338,33.03748638002195,128.67393465782777,0.2690127022202553,39.76365130530151,0.14819918640108842,0.34084690892134206
3.6456300147852,189.14809660891865,246.64519132590237,0.8612348854810428,139.3409805903327,0.25612164829272077,0.1859951754539899
6.44181766330192,125.54589704035146,144.04620271114803,0.6289202524987134,65.3470963127663,0.8775198301921056,0.4713327964004296
5.769336037342356,157.5385532494858,339.23435835932867,0.88941445413016,301.5833989101575,0.8580615117210149,0.410052964334241
5.626306732471418,98.25287576859131,298.7371652365445,0.5803432538892014,32.866238689238536,0.03559277638534952,0.3779254171730605
6.238965026590087,139.74048587608,37.67476524422911,0.15819066485430178,1029.186232808438,0.5558910043866404,0.5879230343389312
4.777596506508642,74.19410327788741,26.60829460566244,0.4373783753476158,592.420396571936,0.5323517530141464,0.45979082352581896
5.7853223362651764,236.62271364800452,42.34502810364873,0.6333116632214605,201.80225838833027,0.16319241879072988,0.4442192724589251
8.00039996447834,143.69866143340283,214.07996838091827,0.22951469124875856,227.40742874765695,0.49303253466915253,0.5376910190340362
7.102694544866528,19.260404547084082,477.4990489075524,0.9272065743759438,144.34171166997874,0.7443271730900101,0.6348271837433963
4.864775784622388,234.83492839566594,44.314552319953215,0.37666507648711256,24.67272574955551,0.0201667045069156,0.2956258543168346
6.001130724314996,134.11288545811882,322.4202870244174,0.766967869381634,677.6118484918183,0.24710330567921734,0.4080452608853813
7.392931777520938,37.31609256675339,248.60427582753988,0.9432964401060134,60.705668247492746,0.4240406227396274,0.6404954165772965
4.898174284864203,162.73171076146082,219.56669309238333,0.13730561779312844,580.0896755841784,0.497893138357245,0.2584599729003302
5.174006222066348,14.133925761337123,355.4784353937362,0.21978607592049793,48.627078487589294,0.3092453843860917,0.39131539842571705
6.546053522522227,89.73310133055118,192.2509900350718,0.5561604053550443,198.1904662481813,0.11392425503049941,0.46736174513012096
6.40206422161132,238.6230459332113,169.9227283306916,0.017271632718653507,45.26283905692647,0.12471124625622809,0.36077531562843657
3.184012373630198,118.67308814999195,40.435285296907665,0.9442220922416843,24.738218599946165,0.3465341736024885,0.2965120737115503
3.6367401349780635,59.693285442552735,461.94702417772237,0.4503647886317681,272.7762678921747,0.23200283923433906,0.21702570411523206
7.128200342993353,223.17138899547385,194.6491110705691,0.20757869415314367,424.1980264272119,0.3706083607727746,0.4841725718697121
3.9635819263014085,62.628086498040275,27.579260433235675,0.08484775332506522,207.48333537313695,0.3739085480269796,0.3355035006189001
4.107818382417391,44.586773480136564,321.62630367068823,0.47163575797268265,108.7983221883874,0.6877425224036041,0.2965627260266302
4.056535037572728,56.53591382359821,139.48956819407906,0.7131343665947144,303.24099804080987,0.4558699783601792,0.3237788759952712
6.443149903299428,61.309789512427116,381.4858783465637,0.8929145674748282,192.6976270393039,0.05636997398214871,0.49595115529854
5.983043691399807,23.569505578106877,21.33703436543548,0.8730885906995297,848.0799638821815,0.6572975049735202,0.7414445340685759
4.121126589135085,158.86504846442227,102.72345859701866,0.5276536436845242,263.0328508111854,0.4325932857347381,0.2771718046160185
5.478331523913404,215.11407768814004,369.8773818306294,0.10116340869457063,1338.1272493352158,0.7188104188121787,0.31350598717507616
5.192167694250982,191.28485300771152,411.4888790223114,0.6417197419551355,52.21888508797197,0.30266779028124957,0.28984240159868896
7.661766257520551,69.02891840267326,315.745143983926,0.13518831324520109,133.21932935049176,0.08846840801802303,0.4876139939205779
5.680468661316768,198.50675877015607,427.75003783043627,0.3798141524050529,42.81748648879287,0.5544005662236301,0.2983177079479598
6.341925269402804,90.23660748312855,163.9093087034155,0.34059161164437723,91.26857845328875,0.15910522302654018,0.4080272357307337
3.9576307238961994,88.67784377754907,30.361418838354574,0.1401747846934136,267.2059156519435,0.404274357609808,0.31225825382990635
